Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
18170X100_200925_A00421_0244_AHKML5DSXY_S120_L002_R1_001	224.0	220.0	245.5	290.0	351.0	430.5	526.5	676.0	946.0	1305.0	1796.5	2436.5	3295.5	4656.0	6498.5	9091.5	13205.0	19158.5	28045.0	41275.0	60529.0	88190.5	126584.0	177810.0	243653.0	324005.5	416852.5	519983.0	631382.0	746258.0	858969.0	966641.0	1061027.5	1137011.0	1191766.0	1224289.5	1238607.0	1227923.5	1189359.5	1131329.5	1063942.0	992745.5	921145.5	851318.0	782204.0	716514.5	649872.0	581051.0	513943.0	448396.0	388490.5	336537.0	289056.5	245658.5	208438.5	175179.0	147088.0	124193.5	103733.0	85788.5	70334.5	57191.5	46406.0	37724.0	30477.5	24676.0	20211.0	16525.5	13278.5	10907.5	9337.5	7901.5	6823.5	6165.5	5471.0	4861.0	4434.0	4068.5	3569.5	3030.5	2700.0	2445.5	2196.0	1931.5	1669.5	1444.0	1190.5	984.0	816.0	666.5	545.5	434.0	332.5	239.0	173.0	141.0	108.5	79.5	62.0	32.5	13.5
18170X100_200925_A00421_0244_AHKML5DSXY_S120_L002_R2_001	192.0	194.5	240.5	332.5	430.0	564.5	752.5	954.5	1288.5	1739.5	2289.5	3167.0	4306.5	5858.0	8066.0	11352.0	15876.5	22309.0	32078.5	45988.5	66249.5	94950.0	132983.0	183243.5	247974.0	326605.0	417561.5	519673.5	628906.0	739583.5	848219.0	952107.5	1044459.5	1118010.5	1171707.5	1205324.0	1217498.5	1206736.0	1170758.0	1114299.5	1047546.5	977097.0	907925.5	841112.0	774945.5	708575.0	641728.0	575284.5	510149.0	447287.0	389490.0	338472.5	292564.5	249788.5	212518.0	180976.0	153115.0	129269.0	109119.0	92003.0	76582.0	63431.5	52901.0	44055.0	36746.0	30680.5	26144.0	22440.0	18879.5	16086.0	14153.0	12712.5	11499.0	10472.5	9686.5	9065.5	8426.5	7775.0	7222.0	6682.0	6218.0	5888.0	5592.0	5379.5	5052.5	4746.5	4404.5	4110.5	3931.0	3590.0	3321.5	3181.5	3079.0	2951.5	2811.0	2820.0	2840.5	2957.0	3232.5	3869.0	8250.0
18170X101_200925_A00421_0244_AHKML5DSXY_S121_L002_R1_001	224.0	203.5	184.0	237.0	338.0	404.0	520.0	703.5	922.5	1263.5	1709.0	2371.0	3211.5	4482.0	6305.5	8755.0	12569.5	18483.5	27144.5	39974.0	58458.5	84619.0	121175.0	170444.0	233174.5	308694.0	398726.0	499296.0	605762.5	714569.0	820409.5	921725.5	1011809.5	1080873.0	1131923.0	1165888.0	1177555.0	1166832.5	1129619.0	1071180.0	1005081.5	936980.5	868475.0	802713.5	740490.5	678336.0	613624.5	548514.0	485030.5	423854.0	368012.0	318892.5	272229.5	230131.5	195258.0	164522.0	137944.0	114879.0	95531.0	79454.5	65057.0	52451.0	42269.0	34053.5	27740.0	22766.5	18647.0	15519.5	12575.0	10141.5	8563.0	7286.0	6358.5	5686.0	5091.5	4631.5	4165.5	3689.5	3256.0	2830.0	2452.5	2248.5	2035.0	1749.0	1509.5	1285.5	1097.5	926.0	727.0	584.5	493.5	387.5	297.0	235.5	184.0	128.0	101.5	80.0	58.0	40.5	13.0
18170X101_200925_A00421_0244_AHKML5DSXY_S121_L002_R2_001	188.0	189.5	226.5	300.0	380.0	493.0	666.0	898.5	1256.5	1683.0	2226.0	3069.0	4222.5	5685.5	7761.0	10806.0	14881.0	21138.0	30270.0	43359.0	62585.0	89498.0	126430.0	175222.0	237140.0	312642.0	400330.0	497239.0	601261.0	707143.5	810010.0	908501.5	996757.5	1066054.5	1115819.5	1148309.0	1161510.0	1152206.0	1116753.5	1060759.5	995237.5	927506.0	861711.0	797431.0	734089.0	671875.0	608939.5	545769.0	483224.5	423200.5	367959.5	319029.0	274438.5	232767.0	196822.5	166554.0	140412.5	118100.5	99405.0	83096.5	68854.5	56764.5	46874.0	38922.5	32391.5	27302.5	23340.5	19970.0	16942.0	14389.0	12497.5	11040.5	9942.5	9003.0	8349.5	7837.5	7253.5	6744.0	6266.5	5818.0	5472.5	5205.0	4835.0	4531.5	4267.0	4031.0	3753.0	3497.0	3342.5	3168.5	2972.5	2710.5	2524.0	2410.5	2342.0	2286.5	2292.0	2354.0	2431.5	2921.0	6233.0
18170X102_200925_A00421_0244_AHKML5DSXY_S122_L002_R1_001	179.0	179.5	210.0	256.0	340.0	423.5	498.0	661.0	863.0	1208.5	1678.5	2343.0	3295.0	4603.5	6454.0	9143.5	13125.5	19205.0	28116.0	41171.5	60203.0	87189.5	124500.5	173735.0	236762.0	312306.0	400159.5	499727.0	605883.5	712713.5	817038.0	917154.0	1004378.5	1073324.0	1122536.0	1153702.0	1166595.0	1156291.0	1120140.0	1061821.0	996160.5	928043.5	859248.0	793171.5	729366.0	667790.5	604335.0	540219.0	477932.5	417444.5	362082.5	313359.0	268311.0	227065.0	191641.5	160800.5	134126.0	111927.0	93257.5	77352.0	63179.0	50844.5	40852.0	32881.5	26527.0	21570.0	17689.5	14669.5	12120.5	9835.0	8240.0	7212.0	6315.5	5512.5	5005.5	4507.5	3969.5	3611.5	3243.5	2852.0	2547.5	2250.5	1998.0	1771.0	1516.5	1298.5	1142.0	953.5	746.0	575.5	469.0	377.5	275.5	211.5	175.5	133.5	104.5	87.5	68.5	39.0	15.0
18170X102_200925_A00421_0244_AHKML5DSXY_S122_L002_R2_001	177.0	176.5	220.5	287.0	371.0	502.5	703.5	912.0	1211.0	1666.0	2255.0	3105.5	4216.0	5687.0	7762.5	10608.0	14706.5	20962.5	29953.5	43152.5	62427.0	89264.5	125896.0	174134.5	234950.0	308594.0	395515.0	493149.0	597259.0	702422.5	803974.0	903154.0	991056.0	1059615.5	1110896.0	1142489.0	1155076.0	1147079.0	1111987.5	1056277.5	991784.5	923255.5	855065.5	790130.0	727074.0	664884.5	601344.5	537799.0	476150.0	417131.5	362168.0	312513.0	267762.0	227418.5	192430.5	161928.5	136276.0	114477.5	96240.5	80769.5	66891.0	54747.5	44909.0	37171.0	30725.0	25708.5	21963.5	18802.5	15978.5	13730.5	12232.0	10976.5	9968.0	9096.5	8437.5	7898.0	7283.0	6817.5	6311.0	5862.5	5549.0	5302.5	4989.5	4742.0	4502.5	4156.5	3912.0	3712.0	3527.0	3310.0	3095.0	2928.0	2777.5	2676.0	2583.0	2567.0	2600.5	2720.0	2957.5	3584.0	7514.0
18170X103_200925_A00421_0244_AHKML5DSXY_S123_L002_R1_001	218.0	213.0	239.0	297.0	329.5	428.0	586.5	729.5	942.5	1275.0	1734.5	2443.0	3445.0	4885.5	6872.0	9484.0	13399.0	19596.5	28283.5	41474.0	61025.0	88903.0	127993.0	180277.5	245874.5	325465.5	419770.0	525578.0	639344.0	753780.5	864881.5	972598.0	1067919.5	1144479.0	1201107.5	1235826.0	1249704.5	1238111.5	1198750.5	1138841.0	1068718.5	995083.0	920998.5	850144.0	782801.0	715849.5	646547.0	577453.0	510462.0	446543.0	388241.5	336653.0	288620.0	244786.0	206655.0	173696.5	146370.0	123425.0	104024.0	86721.0	71695.5	58742.0	47767.0	38890.5	31734.0	25936.0	21082.0	17175.0	13750.0	11247.0	9636.5	8088.5	7064.5	6323.5	5801.0	5283.0	4660.0	4199.5	3658.5	3083.5	2648.0	2403.5	2124.0	1794.5	1566.0	1372.0	1127.5	919.5	814.0	678.5	520.5	403.0	315.0	237.0	187.0	144.0	109.0	89.5	68.5	37.5	14.0
18170X103_200925_A00421_0244_AHKML5DSXY_S123_L002_R2_001	192.0	192.0	261.5	364.0	425.0	570.0	780.0	956.0	1290.0	1729.0	2351.5	3279.5	4374.5	6131.0	8387.5	11260.0	15679.5	22368.5	32043.0	46117.5	66268.5	94750.5	133543.0	184297.0	248202.0	326482.0	419009.0	521904.0	630884.0	742867.5	852535.0	956841.0	1050534.0	1124958.0	1178742.5	1213338.5	1227437.5	1218321.0	1182551.0	1123259.0	1054548.5	983966.0	913256.5	844149.0	775593.5	709736.5	644477.5	576696.5	510898.5	448030.5	389073.5	339373.0	293028.5	249042.0	211733.0	178989.0	151992.5	129084.0	109408.0	92450.0	77635.5	65253.5	54465.5	45674.5	38236.0	31960.5	27192.5	23054.5	19346.0	16566.0	14441.5	12764.0	11614.0	10494.5	9640.5	9162.0	8531.5	7785.5	7109.0	6519.5	5979.0	5574.5	5186.0	4846.5	4672.0	4401.0	4123.5	3839.5	3527.0	3370.0	3209.5	2969.0	2751.0	2621.5	2590.0	2523.0	2465.5	2609.5	2842.0	3390.5	7128.0
18170X104_200925_A00421_0244_AHKML5DSXY_S124_L002_R1_001	259.0	233.0	237.0	277.5	323.0	399.5	540.5	719.0	969.5	1300.5	1801.0	2546.5	3517.0	4922.0	6786.0	9464.0	13735.0	20109.5	29289.5	43191.0	63077.5	91311.0	130506.5	182152.5	248165.0	329200.0	424196.5	528700.0	641418.0	756821.0	868255.0	975944.0	1072704.0	1149833.5	1205246.0	1242313.5	1258673.5	1247357.5	1206664.0	1143349.5	1071132.5	998030.5	923666.5	851346.0	782610.5	714773.0	646929.5	578282.0	510619.0	446004.5	386844.5	334045.5	286065.0	241809.5	203699.5	171439.0	143943.5	121044.5	100980.0	84195.5	69454.0	55832.0	45198.5	37046.0	29819.5	24408.0	20484.0	17120.5	13969.5	11397.5	9822.0	8493.5	7546.0	6706.0	6087.0	5623.0	5109.0	4650.0	4102.0	3602.0	3193.5	2945.5	2670.5	2299.5	1958.0	1669.5	1457.0	1256.0	1041.5	842.0	690.0	559.0	409.5	319.5	269.0	196.5	150.5	129.0	94.0	57.5	19.5
