protein1,protein2,combined_score
7668.SPU_013662-tr,7668.SPU_000379-tr,999
7668.SPU_013662-tr,7668.SPU_011572-tr,999
7668.SPU_013662-tr,7668.SPU_003849-tr,999
7668.SPU_013662-tr,7668.SPU_018866-tr,999
7668.SPU_013662-tr,7668.SPU_027892-tr,999
7668.SPU_013662-tr,7668.SPU_014074-tr,999
7668.SPU_013662-tr,7668.SPU_028247-tr,999
7668.SPU_013834-tr,7668.SPU_004721-tr,999
7668.SPU_013834-tr,7668.SPU_023517-tr,999
7668.SPU_013834-tr,7668.SPU_002880-tr,999
7668.SPU_013834-tr,7668.SPU_003718-tr,999
7668.SPU_013834-tr,7668.SPU_022161-tr,999
7668.SPU_013834-tr,7668.SPU_021322-tr,999
7668.SPU_013834-tr,7668.SPU_005280-tr,999
7668.SPU_013834-tr,7668.SPU_011075-tr,999
7668.SPU_013834-tr,7668.SPU_019788-tr,999
7668.SPU_013834-tr,7668.SPU_003905-tr,999
7668.SPU_013834-tr,7668.SPU_008211-tr,999
7668.SPU_013834-tr,7668.SPU_010528-tr,999
7668.SPU_013834-tr,7668.SPU_004609-tr,999
7668.SPU_013834-tr,7668.SPU_015294-tr,999
7668.SPU_014074-tr,7668.SPU_006213-tr,999
7668.SPU_014074-tr,7668.SPU_005571-tr,999
7668.SPU_014074-tr,7668.SPU_003718-tr,999
7668.SPU_014074-tr,7668.SPU_019788-tr,999
7668.SPU_014074-tr,7668.SPU_006034-tr,999
7668.SPU_014074-tr,7668.SPU_002438-tr,999
7668.SPU_014074-tr,7668.SPU_008650-tr,999
7668.SPU_014074-tr,7668.SPU_012865-tr,999
7668.SPU_014074-tr,7668.SPU_023517-tr,999
7668.SPU_014074-tr,7668.SPU_005709-tr,999
7668.SPU_014074-tr,7668.SPU_003849-tr,999
7668.SPU_014074-tr,7668.SPU_005280-tr,999
7668.SPU_014074-tr,7668.SPU_027892-tr,999
7668.SPU_014074-tr,7668.SPU_004609-tr,999
7668.SPU_014100-tr,7668.SPU_014882-tr,999
7668.SPU_014800-tr,7668.SPU_020627-tr,999
7668.SPU_014800-tr,7668.SPU_017132-tr,999
7668.SPU_014800-tr,7668.SPU_005252-tr,999
7668.SPU_014800-tr,7668.SPU_005709-tr,999
7668.SPU_014800-tr,7668.SPU_021322-tr,999
7668.SPU_014800-tr,7668.SPU_016200-tr,999
7668.SPU_014800-tr,7668.SPU_019788-tr,999
7668.SPU_014800-tr,7668.SPU_006034-tr,999
7668.SPU_014800-tr,7668.SPU_008211-tr,999
7668.SPU_014800-tr,7668.SPU_008650-tr,999
7668.SPU_014800-tr,7668.SPU_002606-tr,999
7668.SPU_014882-tr,7668.SPU_000109-tr,999
7668.SPU_014882-tr,7668.SPU_016421-tr,999
7668.SPU_014882-tr,7668.SPU_014100-tr,999
7668.SPU_014882-tr,7668.SPU_019077-tr,999
7668.SPU_014969-tr,7668.SPU_016198-tr,999
7668.SPU_015276-tr,7668.SPU_004721-tr,999
7668.SPU_015276-tr,7668.SPU_028226-tr,999
7668.SPU_015276-tr,7668.SPU_005571-tr,999
7668.SPU_015276-tr,7668.SPU_005252-tr,999
7668.SPU_015276-tr,7668.SPU_005709-tr,999
7668.SPU_015276-tr,7668.SPU_020745-tr,999
7668.SPU_015276-tr,7668.SPU_013452-tr,999
7668.SPU_015276-tr,7668.SPU_025574-tr,999
7668.SPU_015276-tr,7668.SPU_015666-tr,999
7668.SPU_015276-tr,7668.SPU_004996-tr,999
7668.SPU_015276-tr,7668.SPU_018318-tr,999
7668.SPU_015276-tr,7668.SPU_002438-tr,999
7668.SPU_015276-tr,7668.SPU_005699-tr,999
7668.SPU_015276-tr,7668.SPU_002606-tr,999
7668.SPU_015294-tr,7668.SPU_006213-tr,999
7668.SPU_015294-tr,7668.SPU_017132-tr,999
7668.SPU_015294-tr,7668.SPU_023517-tr,999
7668.SPU_015294-tr,7668.SPU_002880-tr,999
7668.SPU_015294-tr,7668.SPU_003718-tr,999
7668.SPU_015294-tr,7668.SPU_022161-tr,999
7668.SPU_015294-tr,7668.SPU_013662-tr,999
7668.SPU_015294-tr,7668.SPU_025574-tr,999
7668.SPU_015294-tr,7668.SPU_027892-tr,999
7668.SPU_015294-tr,7668.SPU_010626-tr,999
7668.SPU_015294-tr,7668.SPU_006569-tr,999
7668.SPU_015294-tr,7668.SPU_006487-tr,999
7668.SPU_015294-tr,7668.SPU_000395-tr,999
7668.SPU_015294-tr,7668.SPU_011111-tr,999
7668.SPU_015331-tr,7668.SPU_007265-tr,999
7668.SPU_015666-tr,7668.SPU_017132-tr,999
7668.SPU_015666-tr,7668.SPU_028155-tr,999
7668.SPU_015666-tr,7668.SPU_016200-tr,999
7668.SPU_015666-tr,7668.SPU_004996-tr,999
7668.SPU_015666-tr,7668.SPU_002438-tr,999
7668.SPU_015666-tr,7668.SPU_011111-tr,999
7668.SPU_015666-tr,7668.SPU_028366-tr,999
7668.SPU_015666-tr,7668.SPU_021924-tr,999
7668.SPU_015666-tr,7668.SPU_022161-tr,999
7668.SPU_015666-tr,7668.SPU_021322-tr,999
7668.SPU_015666-tr,7668.SPU_025574-tr,999
7668.SPU_015666-tr,7668.SPU_006569-tr,999
7668.SPU_015666-tr,7668.SPU_023692-tr,999
7668.SPU_016042-tr,7668.SPU_004518-tr,999
7668.SPU_016198-tr,7668.SPU_028593-tr,999
7668.SPU_016200-tr,7668.SPU_012865-tr,999
7668.SPU_016200-tr,7668.SPU_008778-tr,999
7668.SPU_016200-tr,7668.SPU_021739-tr,999
7668.SPU_016200-tr,7668.SPU_021924-tr,999
7668.SPU_016200-tr,7668.SPU_022957-tr,999
7668.SPU_016200-tr,7668.SPU_026541-tr,999
7668.SPU_016200-tr,7668.SPU_003849-tr,999
7668.SPU_016200-tr,7668.SPU_008558-tr,999
7668.SPU_016200-tr,7668.SPU_011075-tr,999
7668.SPU_016200-tr,7668.SPU_019788-tr,999
7668.SPU_016200-tr,7668.SPU_006034-tr,999
7668.SPU_016200-tr,7668.SPU_014074-tr,999
7668.SPU_016200-tr,7668.SPU_018884-tr,999
7668.SPU_016200-tr,7668.SPU_005699-tr,999
7668.SPU_016200-tr,7668.SPU_002606-tr,999
7668.SPU_016421-tr,7668.SPU_014882-tr,999
7668.SPU_017132-tr,7668.SPU_006213-tr,999
7668.SPU_017132-tr,7668.SPU_005252-tr,999
7668.SPU_017132-tr,7668.SPU_026541-tr,999
7668.SPU_017132-tr,7668.SPU_010626-tr,999
7668.SPU_017132-tr,7668.SPU_006487-tr,999
7668.SPU_017132-tr,7668.SPU_005699-tr,999
7668.SPU_017132-tr,7668.SPU_015276-tr,999
7668.SPU_017132-tr,7668.SPU_002880-tr,999
7668.SPU_017132-tr,7668.SPU_020745-tr,999
7668.SPU_017132-tr,7668.SPU_013662-tr,999
7668.SPU_017132-tr,7668.SPU_022682-tr,999
7668.SPU_017132-tr,7668.SPU_018318-tr,999
7668.SPU_017132-tr,7668.SPU_002606-tr,999
7668.SPU_017502-tr,7668.SPU_018717-tr,999
7668.SPU_017605-tr,7668.SPU_005296-tr,999
7668.SPU_018139-tr,7668.SPU_019829-tr,999
7668.SPU_018139-tr,7668.SPU_023286-tr,999
7668.SPU_018210-tr,7668.SPU_023318-tr,999
7668.SPU_018318-tr,7668.SPU_004721-tr,999
7668.SPU_018318-tr,7668.SPU_028366-tr,999
7668.SPU_018318-tr,7668.SPU_000379-tr,999
7668.SPU_018318-tr,7668.SPU_028155-tr,999
7668.SPU_018318-tr,7668.SPU_011572-tr,999
7668.SPU_018318-tr,7668.SPU_014800-tr,999
7668.SPU_018318-tr,7668.SPU_013452-tr,999
7668.SPU_018318-tr,7668.SPU_016200-tr,999
7668.SPU_018318-tr,7668.SPU_015666-tr,999
7668.SPU_018318-tr,7668.SPU_004996-tr,999
7668.SPU_018318-tr,7668.SPU_014074-tr,999
7668.SPU_018318-tr,7668.SPU_018884-tr,999
7668.SPU_018318-tr,7668.SPU_005699-tr,999
7668.SPU_018318-tr,7668.SPU_002606-tr,999
7668.SPU_018369-tr,7668.SPU_012228-tr,999
7668.SPU_018597-tr,7668.SPU_028593-tr,999
7668.SPU_018717-tr,7668.SPU_012228-tr,999
7668.SPU_018866-tr,7668.SPU_006213-tr,999
7668.SPU_018866-tr,7668.SPU_002464-tr,999
7668.SPU_018866-tr,7668.SPU_028366-tr,999
7668.SPU_018866-tr,7668.SPU_005571-tr,999
7668.SPU_018866-tr,7668.SPU_005252-tr,999
7668.SPU_018866-tr,7668.SPU_005709-tr,999
7668.SPU_018866-tr,7668.SPU_020745-tr,999
7668.SPU_018866-tr,7668.SPU_013662-tr,999
7668.SPU_018866-tr,7668.SPU_016200-tr,999
7668.SPU_018866-tr,7668.SPU_015666-tr,999
7668.SPU_018866-tr,7668.SPU_004996-tr,999
7668.SPU_018866-tr,7668.SPU_018318-tr,999
7668.SPU_018866-tr,7668.SPU_002438-tr,999
7668.SPU_018866-tr,7668.SPU_008650-tr,999
7668.SPU_018866-tr,7668.SPU_023692-tr,999
7668.SPU_018884-tr,7668.SPU_020627-tr,999
7668.SPU_018884-tr,7668.SPU_028155-tr,999
7668.SPU_018884-tr,7668.SPU_008558-tr,999
7668.SPU_018884-tr,7668.SPU_010626-tr,999
7668.SPU_018884-tr,7668.SPU_008211-tr,999
7668.SPU_018884-tr,7668.SPU_005699-tr,999
7668.SPU_018884-tr,7668.SPU_004721-tr,999
7668.SPU_018884-tr,7668.SPU_000379-tr,999
7668.SPU_018884-tr,7668.SPU_022161-tr,999
7668.SPU_018884-tr,7668.SPU_013452-tr,999
7668.SPU_018884-tr,7668.SPU_022682-tr,999
7668.SPU_018884-tr,7668.SPU_014074-tr,999
7668.SPU_018884-tr,7668.SPU_028247-tr,999
7668.SPU_019118-tr,7668.SPU_019685-tr,999
7668.SPU_019147-tr,7668.SPU_024030.a-tr,999
7668.SPU_019206-tr,7668.SPU_008776-tr,999
7668.SPU_019580-tr,7668.SPU_019147-tr,999
7668.SPU_019673-tr,7668.SPU_026559-tr,999
7668.SPU_019685-tr,7668.SPU_019118-tr,999
7668.SPU_019788-tr,7668.SPU_012865-tr,999
7668.SPU_019788-tr,7668.SPU_008778-tr,999
7668.SPU_019788-tr,7668.SPU_021739-tr,999
7668.SPU_019788-tr,7668.SPU_021924-tr,999
7668.SPU_019788-tr,7668.SPU_022957-tr,999
7668.SPU_019788-tr,7668.SPU_026541-tr,999
7668.SPU_019788-tr,7668.SPU_003849-tr,999
7668.SPU_019788-tr,7668.SPU_008558-tr,999
7668.SPU_019788-tr,7668.SPU_016200-tr,999
7668.SPU_019788-tr,7668.SPU_015666-tr,999
7668.SPU_019788-tr,7668.SPU_003905-tr,999
7668.SPU_019788-tr,7668.SPU_014074-tr,999
7668.SPU_019788-tr,7668.SPU_018884-tr,999
7668.SPU_019788-tr,7668.SPU_005699-tr,999
7668.SPU_019788-tr,7668.SPU_002606-tr,999
7668.SPU_019829-tr,7668.SPU_022074-tr,999
7668.SPU_019829-tr,7668.SPU_023286-tr,999
7668.SPU_020627-tr,7668.SPU_006213-tr,999
7668.SPU_020627-tr,7668.SPU_008778-tr,999
7668.SPU_020627-tr,7668.SPU_023517-tr,999
7668.SPU_020627-tr,7668.SPU_002880-tr,999
7668.SPU_020627-tr,7668.SPU_003718-tr,999
7668.SPU_020627-tr,7668.SPU_022161-tr,999
7668.SPU_020627-tr,7668.SPU_021322-tr,999
7668.SPU_020627-tr,7668.SPU_005280-tr,999
7668.SPU_020627-tr,7668.SPU_011075-tr,999
7668.SPU_020627-tr,7668.SPU_019788-tr,999
7668.SPU_020627-tr,7668.SPU_003905-tr,999
7668.SPU_020627-tr,7668.SPU_014074-tr,999
7668.SPU_020627-tr,7668.SPU_018884-tr,999
7668.SPU_020627-tr,7668.SPU_005699-tr,999
7668.SPU_020627-tr,7668.SPU_002606-tr,999
7668.SPU_020745-tr,7668.SPU_006213-tr,999
7668.SPU_020745-tr,7668.SPU_005571-tr,999
7668.SPU_020745-tr,7668.SPU_003718-tr,999
7668.SPU_020745-tr,7668.SPU_019788-tr,999
7668.SPU_020745-tr,7668.SPU_006034-tr,999
7668.SPU_020745-tr,7668.SPU_002438-tr,999
7668.SPU_020745-tr,7668.SPU_005699-tr,999
7668.SPU_020745-tr,7668.SPU_004721-tr,999
7668.SPU_020745-tr,7668.SPU_021924-tr,999
7668.SPU_020745-tr,7668.SPU_022161-tr,999
7668.SPU_020745-tr,7668.SPU_013452-tr,999
7668.SPU_020745-tr,7668.SPU_011075-tr,999
7668.SPU_020745-tr,7668.SPU_006569-tr,999
7668.SPU_020745-tr,7668.SPU_023692-tr,999
7668.SPU_020757-tr,7668.SPU_028354-tr,999
7668.SPU_021322-tr,7668.SPU_006213-tr,999
7668.SPU_021322-tr,7668.SPU_008778-tr,999
7668.SPU_021322-tr,7668.SPU_023517-tr,999
7668.SPU_021322-tr,7668.SPU_002880-tr,999
7668.SPU_021322-tr,7668.SPU_003718-tr,999
7668.SPU_021322-tr,7668.SPU_022161-tr,999
7668.SPU_021322-tr,7668.SPU_013662-tr,999
7668.SPU_021322-tr,7668.SPU_018866-tr,999
7668.SPU_021322-tr,7668.SPU_022682-tr,999
7668.SPU_021322-tr,7668.SPU_013834-tr,999
7668.SPU_021322-tr,7668.SPU_003905-tr,999
7668.SPU_021322-tr,7668.SPU_008211-tr,999
7668.SPU_021322-tr,7668.SPU_010528-tr,999
7668.SPU_021322-tr,7668.SPU_004609-tr,999
7668.SPU_021322-tr,7668.SPU_015294-tr,999
7668.SPU_021449-tr,7668.SPU_022562-tr,999
7668.SPU_021739-tr,7668.SPU_028226-tr,999
7668.SPU_021739-tr,7668.SPU_005571-tr,999
7668.SPU_021739-tr,7668.SPU_013452-tr,999
7668.SPU_021739-tr,7668.SPU_016200-tr,999
7668.SPU_021739-tr,7668.SPU_010626-tr,999
7668.SPU_021739-tr,7668.SPU_006487-tr,999
7668.SPU_021739-tr,7668.SPU_011111-tr,999
7668.SPU_021924-tr,7668.SPU_012865-tr,999
7668.SPU_021924-tr,7668.SPU_015276-tr,999
7668.SPU_021924-tr,7668.SPU_002880-tr,999
7668.SPU_021924-tr,7668.SPU_003718-tr,999
7668.SPU_021924-tr,7668.SPU_022161-tr,999
7668.SPU_021924-tr,7668.SPU_013662-tr,999
7668.SPU_021924-tr,7668.SPU_018866-tr,999
7668.SPU_021924-tr,7668.SPU_027892-tr,999
7668.SPU_021924-tr,7668.SPU_010626-tr,999
7668.SPU_021924-tr,7668.SPU_006569-tr,999
7668.SPU_021924-tr,7668.SPU_006487-tr,999
7668.SPU_021924-tr,7668.SPU_000395-tr,999
7668.SPU_021924-tr,7668.SPU_023692-tr,999
7668.SPU_021933-tr,7668.SPU_023531-tr,999
7668.SPU_022074-tr,7668.SPU_019829-tr,999
7668.SPU_022135-tr,7668.SPU_009182-tr,999
7668.SPU_022161-tr,7668.SPU_010829-tr,999
7668.SPU_022161-tr,7668.SPU_005571-tr,999
7668.SPU_022161-tr,7668.SPU_003718-tr,999
7668.SPU_022161-tr,7668.SPU_019788-tr,999
7668.SPU_022161-tr,7668.SPU_003905-tr,999
7668.SPU_022161-tr,7668.SPU_002438-tr,999
7668.SPU_022161-tr,7668.SPU_008650-tr,999
7668.SPU_022161-tr,7668.SPU_012865-tr,999
7668.SPU_022161-tr,7668.SPU_015276-tr,999
7668.SPU_022161-tr,7668.SPU_002880-tr,999
7668.SPU_022161-tr,7668.SPU_020745-tr,999
7668.SPU_022161-tr,7668.SPU_013452-tr,999
7668.SPU_022161-tr,7668.SPU_011075-tr,999
7668.SPU_022161-tr,7668.SPU_006569-tr,999
7668.SPU_022161-tr,7668.SPU_023692-tr,999
7668.SPU_022562-tr,7668.SPU_023965-tr,999
7668.SPU_022682-tr,7668.SPU_006213-tr,999
7668.SPU_022682-tr,7668.SPU_028226-tr,999
7668.SPU_022682-tr,7668.SPU_005571-tr,999
7668.SPU_022682-tr,7668.SPU_005252-tr,999
7668.SPU_022682-tr,7668.SPU_005709-tr,999
7668.SPU_022682-tr,7668.SPU_020745-tr,999
7668.SPU_022682-tr,7668.SPU_013662-tr,999
7668.SPU_022682-tr,7668.SPU_025574-tr,999
7668.SPU_022682-tr,7668.SPU_027892-tr,999
7668.SPU_022682-tr,7668.SPU_010626-tr,999
7668.SPU_022682-tr,7668.SPU_006569-tr,999
7668.SPU_022682-tr,7668.SPU_006487-tr,999
7668.SPU_022682-tr,7668.SPU_000395-tr,999
7668.SPU_022682-tr,7668.SPU_011111-tr,999
7668.SPU_022682-tr,7668.SPU_028247-tr,999
7668.SPU_022957-tr,7668.SPU_010829-tr,999
7668.SPU_022957-tr,7668.SPU_005571-tr,999
7668.SPU_022957-tr,7668.SPU_026541-tr,999
7668.SPU_022957-tr,7668.SPU_013834-tr,999
7668.SPU_022957-tr,7668.SPU_003905-tr,999
7668.SPU_022957-tr,7668.SPU_018884-tr,999
7668.SPU_022957-tr,7668.SPU_005699-tr,999
7668.SPU_022957-tr,7668.SPU_004721-tr,999
7668.SPU_022957-tr,7668.SPU_023029-tr,999
7668.SPU_022957-tr,7668.SPU_005709-tr,999
7668.SPU_022957-tr,7668.SPU_014800-tr,999
7668.SPU_022957-tr,7668.SPU_013452-tr,999
7668.SPU_022957-tr,7668.SPU_022682-tr,999
7668.SPU_022957-tr,7668.SPU_018318-tr,999
7668.SPU_022957-tr,7668.SPU_002606-tr,999
7668.SPU_023286-tr,7668.SPU_022074-tr,999
7668.SPU_023318-tr,7668.SPU_018210-tr,999
7668.SPU_023413-tr,7668.SPU_005280-tr,999
7668.SPU_023517-tr,7668.SPU_004721-tr,999
7668.SPU_023517-tr,7668.SPU_028366-tr,999
7668.SPU_023517-tr,7668.SPU_000379-tr,999
7668.SPU_023517-tr,7668.SPU_028155-tr,999
7668.SPU_023517-tr,7668.SPU_011572-tr,999
7668.SPU_023517-tr,7668.SPU_014800-tr,999
7668.SPU_023517-tr,7668.SPU_013452-tr,999
7668.SPU_023517-tr,7668.SPU_025574-tr,999
7668.SPU_023517-tr,7668.SPU_027892-tr,999
7668.SPU_023517-tr,7668.SPU_010626-tr,999
7668.SPU_023517-tr,7668.SPU_006569-tr,999
7668.SPU_023517-tr,7668.SPU_006487-tr,999
7668.SPU_023517-tr,7668.SPU_000395-tr,999
7668.SPU_023517-tr,7668.SPU_011111-tr,999
7668.SPU_023517-tr,7668.SPU_028247-tr,999
7668.SPU_023531-tr,7668.SPU_003803-tr,999
7668.SPU_023692-tr,7668.SPU_004721-tr,999
7668.SPU_023692-tr,7668.SPU_028226-tr,999
7668.SPU_023692-tr,7668.SPU_005571-tr,999
7668.SPU_023692-tr,7668.SPU_005252-tr,999
7668.SPU_023692-tr,7668.SPU_005709-tr,999
7668.SPU_023692-tr,7668.SPU_020745-tr,999
7668.SPU_023692-tr,7668.SPU_013662-tr,999
7668.SPU_023692-tr,7668.SPU_025574-tr,999
7668.SPU_023692-tr,7668.SPU_027892-tr,999
7668.SPU_023692-tr,7668.SPU_010626-tr,999
7668.SPU_023692-tr,7668.SPU_006569-tr,999
7668.SPU_023692-tr,7668.SPU_006487-tr,999
7668.SPU_023692-tr,7668.SPU_000395-tr,999
7668.SPU_023692-tr,7668.SPU_011111-tr,999
7668.SPU_023700-tr,7668.SPU_022010-tr,999
7668.SPU_023948-tr,7668.SPU_003213-tr,999
7668.SPU_024030.a-tr,7668.SPU_019580-tr,999
7668.SPU_024140-tr,7668.SPU_028659-tr,999
7668.SPU_024446-tr,7668.SPU_019685-tr,999
7668.SPU_024515-tr,7668.SPU_023334-tr,999
7668.SPU_025090-tr,7668.SPU_008561-tr,999
7668.SPU_025484-tr,7668.SPU_007202-tr,999
7668.SPU_025574-tr,7668.SPU_006213-tr,999
7668.SPU_025574-tr,7668.SPU_017132-tr,999
7668.SPU_025574-tr,7668.SPU_015276-tr,999
7668.SPU_025574-tr,7668.SPU_000379-tr,999
7668.SPU_025574-tr,7668.SPU_028155-tr,999
7668.SPU_025574-tr,7668.SPU_011572-tr,999
7668.SPU_025574-tr,7668.SPU_014800-tr,999
7668.SPU_025574-tr,7668.SPU_013452-tr,999
7668.SPU_025574-tr,7668.SPU_016200-tr,999
7668.SPU_025574-tr,7668.SPU_015666-tr,999
7668.SPU_025574-tr,7668.SPU_004996-tr,999
7668.SPU_025574-tr,7668.SPU_018318-tr,999
7668.SPU_025574-tr,7668.SPU_002438-tr,999
7668.SPU_025574-tr,7668.SPU_008650-tr,999
7668.SPU_025574-tr,7668.SPU_023692-tr,999
7668.SPU_025812-tr,7668.SPU_026050-tr,999
7668.SPU_025813-tr,7668.SPU_028770-tr,999
7668.SPU_026295-tr,7668.SPU_017798-tr,999
7668.SPU_026430-tr,7668.SPU_022074-tr,999
7668.SPU_026430-tr,7668.SPU_023286-tr,999
7668.SPU_026541-tr,7668.SPU_012865-tr,999
7668.SPU_026541-tr,7668.SPU_028226-tr,999
7668.SPU_026541-tr,7668.SPU_005571-tr,999
7668.SPU_026541-tr,7668.SPU_005252-tr,999
7668.SPU_026541-tr,7668.SPU_005709-tr,999
7668.SPU_026541-tr,7668.SPU_014800-tr,999
7668.SPU_026541-tr,7668.SPU_013452-tr,999
7668.SPU_026541-tr,7668.SPU_025574-tr,999
7668.SPU_026541-tr,7668.SPU_027892-tr,999
7668.SPU_026541-tr,7668.SPU_010626-tr,999
7668.SPU_026541-tr,7668.SPU_006569-tr,999
7668.SPU_026541-tr,7668.SPU_006487-tr,999
7668.SPU_026541-tr,7668.SPU_000395-tr,999
7668.SPU_026541-tr,7668.SPU_011111-tr,999
7668.SPU_026541-tr,7668.SPU_028247-tr,999
7668.SPU_026618-tr,7668.SPU_019206-tr,999
7668.SPU_027069-tr,7668.SPU_019685-tr,999
7668.SPU_027527-tr,7668.SPU_008560-tr,999
7668.SPU_027783-tr,7668.SPU_000912-tr,999
7668.SPU_027892-tr,7668.SPU_006213-tr,999
7668.SPU_027892-tr,7668.SPU_008778-tr,999
7668.SPU_027892-tr,7668.SPU_021739-tr,999
7668.SPU_027892-tr,7668.SPU_021924-tr,999
7668.SPU_027892-tr,7668.SPU_022957-tr,999
7668.SPU_027892-tr,7668.SPU_026541-tr,999
7668.SPU_027892-tr,7668.SPU_003849-tr,999
7668.SPU_027892-tr,7668.SPU_008558-tr,999
7668.SPU_027892-tr,7668.SPU_016200-tr,999
7668.SPU_027892-tr,7668.SPU_019788-tr,999
7668.SPU_027892-tr,7668.SPU_003905-tr,999
7668.SPU_027892-tr,7668.SPU_014074-tr,999
7668.SPU_027892-tr,7668.SPU_018884-tr,999
7668.SPU_027892-tr,7668.SPU_005699-tr,999
7668.SPU_027892-tr,7668.SPU_002606-tr,999
7668.SPU_027932-tr,7668.SPU_022074-tr,999
7668.SPU_028105-tr,7668.SPU_001264-tr,999
7668.SPU_028155-tr,7668.SPU_014800-tr,999
7668.SPU_028155-tr,7668.SPU_013662-tr,999
7668.SPU_028155-tr,7668.SPU_025574-tr,999
7668.SPU_028155-tr,7668.SPU_011075-tr,999
7668.SPU_028155-tr,7668.SPU_027892-tr,999
7668.SPU_028155-tr,7668.SPU_010626-tr,999
7668.SPU_028155-tr,7668.SPU_006034-tr,999
7668.SPU_028155-tr,7668.SPU_014074-tr,999
7668.SPU_028155-tr,7668.SPU_006487-tr,999
7668.SPU_028155-tr,7668.SPU_022957-tr,999
7668.SPU_028155-tr,7668.SPU_005699-tr,999
7668.SPU_028155-tr,7668.SPU_026541-tr,999
7668.SPU_028155-tr,7668.SPU_002606-tr,999
7668.SPU_028226-tr,7668.SPU_020627-tr,999
7668.SPU_028226-tr,7668.SPU_017132-tr,999
7668.SPU_028226-tr,7668.SPU_021739-tr,999
7668.SPU_028226-tr,7668.SPU_021924-tr,999
7668.SPU_028226-tr,7668.SPU_022957-tr,999
7668.SPU_028226-tr,7668.SPU_026541-tr,999
7668.SPU_028226-tr,7668.SPU_003849-tr,999
7668.SPU_028226-tr,7668.SPU_008558-tr,999
7668.SPU_028226-tr,7668.SPU_016200-tr,999
7668.SPU_028226-tr,7668.SPU_015666-tr,999
7668.SPU_028226-tr,7668.SPU_004996-tr,999
7668.SPU_028226-tr,7668.SPU_018318-tr,999
7668.SPU_028226-tr,7668.SPU_002438-tr,999
7668.SPU_028226-tr,7668.SPU_008650-tr,999
7668.SPU_028226-tr,7668.SPU_023692-tr,999
7668.SPU_028247-tr,7668.SPU_020627-tr,999
7668.SPU_028247-tr,7668.SPU_028226-tr,999
7668.SPU_028247-tr,7668.SPU_000379-tr,999
7668.SPU_028247-tr,7668.SPU_028155-tr,999
7668.SPU_028247-tr,7668.SPU_011572-tr,999
7668.SPU_028247-tr,7668.SPU_014800-tr,999
7668.SPU_028247-tr,7668.SPU_013452-tr,999
7668.SPU_028247-tr,7668.SPU_018866-tr,999
7668.SPU_028247-tr,7668.SPU_019788-tr,999
7668.SPU_028247-tr,7668.SPU_006034-tr,999
7668.SPU_028247-tr,7668.SPU_014074-tr,999
7668.SPU_028247-tr,7668.SPU_018884-tr,999
7668.SPU_028247-tr,7668.SPU_005699-tr,999
7668.SPU_028247-tr,7668.SPU_002606-tr,999
7668.SPU_028366-tr,7668.SPU_006213-tr,999
7668.SPU_028366-tr,7668.SPU_028226-tr,999
7668.SPU_028366-tr,7668.SPU_003718-tr,999
7668.SPU_028366-tr,7668.SPU_019788-tr,999
7668.SPU_028366-tr,7668.SPU_008211-tr,999
7668.SPU_028366-tr,7668.SPU_000395-tr,999
7668.SPU_028366-tr,7668.SPU_021739-tr,999
7668.SPU_028366-tr,7668.SPU_011572-tr,999
7668.SPU_028366-tr,7668.SPU_013452-tr,999
7668.SPU_028366-tr,7668.SPU_022682-tr,999
7668.SPU_028366-tr,7668.SPU_018318-tr,999
7668.SPU_028524-tr,7668.SPU_002637-tr,999
7668.SPU_028593-tr,7668.SPU_018597-tr,999
7668.SPU_028659-tr,7668.SPU_018597-tr,999
7668.SPU_028728-tr,7668.SPU_015981-tr,999
7668.SPU_028770-tr,7668.SPU_011546-tr,999
7668.SPU_028873-tr,7668.SPU_013353-tr,999
7668.SPU_028912-tr,7668.SPU_018597-tr,999
7668.SPU_028912-tr,7668.SPU_003324-tr,999
7668.SPU_028912-tr,7668.SPU_016198-tr,999
